Size,Prob,Run Number,moves,cost,Total Deaths,Deaths by Pit,Death by Wumpus,Domesticated Wumpi,Cells Explored
15,0.012,8,228,-4373,5,2,3,3,145
15,0.012,9,175,-5285,6,3,3,2,128
15,0.083,0,12,-1019,2,1,1,0,3
15,0.083,1,65,-6101,7,5,2,1,23
15,0.083,2,12,-17,1,1,0,0,6
15,0.083,3,205,-21350,22,13,9,4,45
15,0.083,4,10,986,0,0,0,0,4
15,0.083,5,22,-2031,3,2,1,0,6
15,0.083,6,15,-1021,2,1,1,0,4
15,0.083,7,62,-7093,8,6,2,0,25
15,0.083,8,16,-1020,2,2,0,0,5
15,0.083,9,18,-2025,3,2,1,0,6
15,0.083,0,892,-25728,25,13,12,10,78
15,0.083,1,87,-10135,11,6,5,1,23
15,0.083,2,331,-21584,22,12,10,8,71
15,0.083,3,1775,-40594,38,19,19,19,117
15,0.083,4,71,-7109,8,3,5,0,24
15,0.083,5,184,-18293,19,8,11,4,54
15,0.083,6,549,-28999,29,16,13,7,76
15,0.083,7,221,-23340,24,9,15,9,71
15,0.083,8,1580,-38139,36,19,17,16,96
15,0.083,9,138,-11218,12,8,4,2,48
15,0.083,0,126,-14197,15,10,5,2,48
15,0.083,1,312,-24539,25,14,11,7,81
15,0.083,2,180,-12305,13,8,5,2,64
15,0.083,3,209,-26299,27,10,17,12,72
15,0.083,4,302,-17529,18,11,7,5,91
15,0.083,5,170,-18256,19,8,11,8,52
15,0.083,6,82,-7125,8,4,4,2,35
15,0.083,7,550,-29052,29,13,16,14,96
15,0.083,8,382,-25671,26,14,12,8,79
15,0.083,9,414,-16795,17,11,6,4,66
15,0.083,0,450,-32788,33,16,17,17,88
15,0.083,1,127,-10206,11,5,6,5,50
15,0.083,2,57,-7081,8,3,5,2,25
15,0.083,3,339,-28570,29,15,14,11,88
15,0.083,4,91,-4165,5,4,1,0,31
15,0.083,5,446,-27769,28,13,15,12,93
15,0.083,6,152,-19235,20,11,9,4,57
15,0.083,7,147,-12231,13,8,5,5,44
15,0.083,8,230,-16396,17,9,8,6,66
15,0.083,9,404,-30685,31,15,16,13,93
15,0.083,0,294,-26465,27,15,12,10,80
15,0.083,1,922,-38700,38,19,19,16,110
15,0.083,2,1144,-36255,35,16,19,18,110
15,0.083,3,434,-35720,36,18,18,14,103
15,0.083,4,127,-16186,17,8,9,6,41
15,0.083,5,131,-10202,11,4,7,3,49
15,0.083,6,262,-16453,17,7,10,6,76
15,0.083,7,332,-19594,20,10,10,7,86
15,0.083,8,134,-11218,12,3,9,2,62
15,0.083,9,116,-10183,11,2,9,4,51
15,0.165,0,159,-25237,26,11,15,9,25
15,0.165,1,105,-17157,18,9,9,5,26
15,0.165,2,162,-18271,19,9,10,8,24
15,0.165,3,437,-35827,36,21,15,12,47
15,0.165,4,504,-54881,55,27,28,25,56
15,0.165,5,842,-44646,44,22,22,18,48
15,0.165,6,155,-24226,25,12,13,7,31
15,0.165,7,217,-35325,36,15,21,12,34
15,0.165,8,191,-21311,22,11,11,8,33
15,0.165,9,89,-14134,15,6,9,6,15
15,0.165,0,653,-55190,55,24,31,22,53
15,0.165,1,28,-5041,6,3,3,0,5
15,0.165,2,1165,-58275,57,29,28,24,55
15,0.165,3,55,-9074,10,5,5,3,10
15,0.165,4,27,-3040,4,4,0,0,5
15,0.165,5,64,-11089,12,6,6,3,13
15,0.165,6,318,-39557,40,19,21,14,41
15,0.165,7,135,-9264,10,5,5,4,14
15,0.165,8,59,-8090,9,4,5,3,8
15,0.165,9,78,-4146,5,4,1,0,7
15,0.165,0,4,-2003,2,2,0,0,0
15,0.165,1,4,-2003,2,2,0,0,0
15,0.165,2,4,-2003,2,2,0,0,0
15,0.165,3,4,-2004,2,2,0,0,0
15,0.165,4,4,-2003,2,2,0,0,0
15,0.165,5,4,-2003,2,2,0,0,0
15,0.165,6,4,-2003,2,2,0,0,0
15,0.165,7,4,-2003,2,2,0,0,0
15,0.165,8,4,-2003,2,2,0,0,0
15,0.165,9,4,-2004,2,2,0,0,0
15,0.248,0,2,-3,0,0,0,0,0
15,0.248,1,2,-3,0,0,0,0,0
15,0.248,2,2,-4,0,0,0,0,0
15,0.248,3,2,-3,0,0,0,0,0
15,0.248,4,2,-4,0,0,0,0,0
15,0.248,5,2,-3,0,0,0,0,0
15,0.248,6,2,-3,0,0,0,0,0
15,0.248,7,2,-3,0,0,0,0,0
15,0.248,8,2,-3,0,0,0,0,0
15,0.248,9,2,-3,0,0,0,0,0
15,0.248,0,3,-1004,1,1,0,0,0
15,0.248,1,3,-1003,1,1,0,0,0
15,0.248,2,3,-1004,1,1,0,0,0
15,0.248,3,3,-1004,1,1,0,0,0
15,0.248,4,3,-1004,1,1,0,0,0
15,0.248,5,3,-1004,1,1,0,0,0
15,0.248,6,3,-1003,1,1,0,0,0
15,0.248,7,3,-1004,1,1,0,0,0
15,0.248,8,3,-1004,1,1,0,0,0
15,0.248,9,3,-1004,1,1,0,0,0
