Size,Prob,Run Number,moves,cost,Total Deaths,Deaths by Pit,Death by Wumpus,Domesticated Wumpi,Cells Explored
5,0.153,3,19,-3025,4,1,3,1,7
5,0.153,4,18,-3020,4,1,3,1,7
5,0.153,5,31,-5039,6,2,4,2,13
5,0.153,6,19,-3025,4,1,3,1,7
5,0.153,7,29,-4038,5,2,3,2,13
5,0.153,8,19,-3023,4,0,4,1,7
5,0.153,9,32,-5046,6,3,3,2,15
5,0.23,0,3,-1004,1,1,0,0,0
5,0.23,1,3,-1003,1,1,0,0,0
5,0.23,2,3,-1004,1,1,0,0,0
5,0.23,3,3,-1003,1,1,0,0,0
5,0.23,4,3,-1004,1,1,0,0,0
5,0.23,5,3,-1004,1,1,0,0,0
5,0.23,6,3,-1003,1,1,0,0,0
5,0.23,7,3,-1003,1,1,0,0,0
5,0.23,8,3,-1004,1,1,0,0,0
5,0.23,9,3,-1003,1,1,0,0,0
5,0.23,0,14,-2018,3,1,2,1,4
5,0.23,1,14,-2018,3,1,2,1,4
5,0.23,2,14,-2018,3,1,2,1,4
5,0.23,3,15,-2021,3,1,2,1,4
5,0.23,4,12,-1015,2,1,1,1,4
5,0.23,5,14,-2020,3,1,2,1,4
5,0.23,6,14,-2018,3,1,2,1,4
5,0.23,7,14,-2018,3,1,2,1,4
5,0.23,8,14,-2018,3,1,2,1,4
5,0.23,9,14,-2018,3,1,2,1,4
5,0.23,0,3,-1003,1,1,0,0,0
5,0.23,1,3,-1003,1,1,0,0,0
5,0.23,2,3,-1004,1,1,0,0,0
5,0.23,3,3,-1004,1,1,0,0,0
5,0.23,4,3,-1004,1,1,0,0,0
5,0.23,5,3,-1003,1,1,0,0,0
5,0.23,6,3,-1004,1,1,0,0,0
5,0.23,7,3,-1004,1,1,0,0,0
5,0.23,8,3,-1004,1,1,0,0,0
5,0.23,9,3,-1003,1,1,0,0,0
5,0.23,0,4,-2003,2,2,0,0,0
5,0.23,1,4,-2003,2,2,0,0,0
5,0.23,2,4,-2004,2,2,0,0,0
5,0.23,3,4,-2004,2,2,0,0,0
5,0.23,4,4,-2003,2,2,0,0,0
5,0.23,5,4,-2003,2,2,0,0,0
5,0.23,6,4,-2004,2,2,0,0,0
5,0.23,7,4,-2004,2,2,0,0,0
5,0.23,8,4,-2003,2,2,0,0,0
5,0.23,9,4,-2004,2,2,0,0,0
10,0.03,0,17,-23,1,1,0,0,13
10,0.03,1,96,-5149,6,3,3,1,79
10,0.03,2,143,-5242,6,3,3,3,123
10,0.03,3,44,-2068,3,2,1,0,35
10,0.03,4,461,-5887,6,3,3,3,441
10,0.03,5,163,-5280,6,3,3,1,145
10,0.03,6,32,-50,1,0,1,1,25
10,0.03,7,41,-2065,3,1,2,0,31
10,0.03,8,34,-2051,3,2,1,0,25
10,0.03,9,118,-3191,4,2,2,0,105
10,0.03,0,52,-4084,5,3,2,1,38
10,0.03,1,70,-122,1,1,0,0,64
10,0.03,2,188,-3336,4,1,3,1,174
10,0.03,3,132,-1244,2,1,1,0,124
10,0.03,4,42,936,0,0,0,0,38
10,0.03,5,232,-2452,3,1,2,1,220
10,0.03,6,78,-3122,4,1,3,2,64
10,0.03,7,114,-3195,4,1,3,2,100
10,0.03,8,40,-67,1,0,1,0,36
10,0.03,9,86,-1139,2,1,1,0,78
10,0.03,0,476,-5924,6,3,3,3,456
10,0.03,1,157,-3279,4,2,2,1,144
10,0.03,2,209,-5367,6,3,3,2,190
10,0.03,3,29,-1045,2,1,1,1,22
10,0.03,4,70,-4105,5,3,2,0,56
10,0.03,5,90,-5138,6,3,3,0,74
10,0.03,6,134,-5234,6,3,3,1,116
10,0.03,7,117,-5179,6,3,3,2,98
10,0.03,8,195,-5339,6,3,3,3,176
10,0.03,9,480,-4929,5,2,3,3,462
10,0.03,0,112,-4187,5,3,2,1,96
10,0.03,1,36,-1057,2,0,2,0,28
10,0.03,2,156,-5270,6,3,3,2,138
10,0.03,3,238,-5426,6,3,3,3,218
10,0.03,4,123,-5210,6,3,3,1,106
10,0.03,5,51,-3077,4,3,1,1,38
10,0.03,6,101,-5152,6,3,3,2,82
10,0.03,7,38,-2058,3,3,0,0,30
10,0.03,8,87,-2142,3,3,0,0,78
10,0.03,9,89,-2148,3,1,2,1,78
10,0.03,0,51,-2080,3,2,1,0,43
10,0.03,1,36,-55,1,0,1,0,31
10,0.03,2,143,-2254,3,2,1,1,133
10,0.03,3,33,946,0,0,0,0,31
10,0.03,4,39,-1053,2,1,1,1,31
10,0.03,5,84,-5124,6,3,3,2,65
10,0.03,6,34,-1051,2,1,1,0,27
10,0.03,7,71,-3125,4,3,1,0,61
10,0.03,8,31,-51,1,1,0,0,25
10,0.03,9,43,-2063,3,1,2,0,33
10,0.082,0,81,-8136,9,5,4,2,55
10,0.082,1,20,-1027,2,1,1,0,13
10,0.082,2,16,-2020,3,1,2,0,7
10,0.082,3,13,-1019,2,0,2,0,5
10,0.082,4,217,-10411,11,4,7,4,183
10,0.082,5,33,-3051,4,2,2,0,23
10,0.082,6,79,-10116,11,5,6,3,47
10,0.082,7,152,-10258,11,5,6,4,119
10,0.082,8,106,-10171,11,6,5,4,75
10,0.082,9,39,-2057,3,2,1,0,31
10,0.082,0,266,-10516,11,5,6,4,232
10,0.082,1,156,-13254,14,7,7,5,114
10,0.082,2,30,-1043,2,1,1,0,22
10,0.082,3,144,-13226,14,7,7,4,104
10,0.082,4,135,-10210,11,5,6,5,100
10,0.082,5,206,-12355,13,6,7,6,166
10,0.082,6,197,-11346,12,7,5,4,160
10,0.082,7,75,-9122,10,6,4,0,48
10,0.082,8,45,-3064,4,2,2,0,32
10,0.082,9,167,-9310,10,6,4,3,136
10,0.082,0,20,-1028,2,0,2,1,13
10,0.082,1,16,-2021,3,2,1,0,7
10,0.082,2,103,-10161,11,6,5,3,71
10,0.082,3,56,-6082,7,2,5,1,37
10,0.082,4,14,-1020,2,2,0,0,7
10,0.082,5,103,-12159,13,8,5,3,65
10,0.082,6,76,-8114,9,5,4,2,47
10,0.082,7,13,-20,1,1,0,0,9
10,0.082,8,17,-3021,4,3,1,0,7
10,0.082,9,26,-4033,5,3,2,1,13
10,0.082,0,654,-15299,15,8,7,7,607
10,0.082,1,79,-8125,9,7,2,1,53
10,0.082,2,79,-8127,9,3,6,3,51
10,0.082,3,45,-5068,6,3,3,0,29
10,0.082,4,185,-12325,13,6,7,6,145
10,0.082,5,66,-5104,6,2,4,3,47
10,0.082,6,65,-6100,7,2,5,3,43
10,0.082,7,67,-4112,5,3,2,1,53
10,0.082,8,150,-12238,13,7,6,4,111
10,0.082,9,94,-9148,10,6,4,1,65
10,0.082,0,428,-14839,15,8,7,6,382
10,0.082,1,209,-10416,11,5,6,4,174
10,0.082,2,196,-13332,14,8,6,5,154
10,0.082,3,925,-15866,15,8,7,7,878
10,0.082,4,103,-8174,9,5,4,2,78
10,0.082,5,259,-11503,12,6,6,5,222
10,0.082,6,292,-13590,14,8,6,6,248
10,0.082,7,102,-8165,9,6,3,3,72
10,0.082,8,499,-14988,15,8,7,7,452
10,0.082,9,300,-14533,15,8,7,6,254
10,0.163,0,153,-20253,21,11,10,8,90
10,0.163,1,98,-17137,18,8,10,7,44
10,0.163,2,128,-19209,20,11,9,8,70
10,0.163,3,260,-23459,24,12,12,10,188
10,0.163,4,147,-21250,22,12,10,8,86
10,0.163,5,100,-18148,19,8,11,7,48
10,0.163,6,399,-30745,31,15,16,15,304
10,0.163,7,257,-30447,31,16,15,13,166
10,0.163,8,66,-12090,13,8,5,4,32
10,0.163,9,141,-22210,23,10,13,9,72
10,0.163,0,14,-3014,4,1,3,1,3
10,0.163,1,15,-3017,4,1,3,1,3
10,0.163,2,13,-2016,3,0,3,1,3
10,0.163,3,50,-11062,12,4,8,5,15
10,0.163,4,49,-11061,12,4,8,4,15
10,0.163,5,36,-8039,9,1,8,4,11
10,0.163,6,23,-5025,6,1,5,3,5
10,0.163,7,13,-2014,3,1,2,1,3
10,0.163,8,13,-2016,3,0,3,1,3
10,0.163,9,10,-1010,2,0,2,1,3
10,0.163,0,279,-21514,22,11,11,10,211
10,0.163,1,61,-7103,8,7,1,1,37
10,0.163,2,277,-21522,22,11,11,9,209
10,0.163,3,32,-4045,5,4,1,1,15
10,0.163,4,597,-21239,21,11,10,10,531
10,0.163,5,37,-5053,6,4,2,1,17
10,0.163,6,65,-8102,9,7,2,1,41
10,0.163,7,517,-23027,23,13,10,9,447
10,0.163,8,458,-18930,19,10,9,9,395
10,0.163,9,52,-6087,7,6,1,1,31
15,0.012,0,16,971,0,0,0,0,14
15,0.012,1,6,995,0,0,0,0,4
15,0.012,2,39,-53,1,1,0,0,34
15,0.012,3,153,-2253,3,2,1,1,144
15,0.012,4,316,-1545,2,1,1,1,308
15,0.012,5,28,953,0,0,0,0,26
15,0.012,6,175,-4274,5,2,3,3,158
15,0.012,7,14,979,0,0,0,0,12
15,0.012,8,20,969,0,0,0,0,18
15,0.012,9,275,-3470,4,2,2,2,260
15,0.012,0,925,-4779,4,2,2,1,911
15,0.012,1,189,-3343,4,1,3,2,175
15,0.012,2,634,-6207,6,3,3,2,615
15,0.012,3,332,-5585,6,3,3,2,313
15,0.012,4,156,-4263,5,3,2,0,143
15,0.012,5,152,-255,1,1,0,0,147
15,0.012,6,831,-6592,6,3,3,3,811
15,0.012,7,163,-3248,4,2,2,1,151
15,0.012,8,55,-90,1,1,0,0,51
15,0.012,9,489,-5905,6,3,3,2,471
15,0.012,0,28,-36,1,0,1,0,24
15,0.012,1,351,-4631,5,3,2,1,336
15,0.012,2,190,-1341,2,1,1,0,182
15,0.012,3,133,-2212,3,1,2,0,124
15,0.012,4,271,-3489,4,3,1,1,258
15,0.012,5,14,979,0,0,0,0,12
15,0.012,6,103,836,0,0,0,0,100
15,0.012,7,192,-1329,2,1,1,1,184
15,0.012,8,138,-1221,2,1,1,1,130
15,0.012,9,197,-4317,5,2,3,3,180
15,0.012,0,93,-161,1,1,0,0,89
15,0.012,1,198,-1357,2,1,1,1,191
15,0.012,2,102,-1166,2,2,0,0,93
15,0.012,3,245,-3449,4,2,2,0,233
15,0.012,4,177,-2293,3,3,0,0,167
15,0.012,5,198,-5315,6,3,3,2,179
15,0.012,6,381,-4702,5,3,2,1,365
15,0.012,7,43,-70,1,1,0,0,39
15,0.012,8,132,-4220,5,2,3,0,119
15,0.012,9,237,-4389,5,2,3,3,219
15,0.012,0,59,-92,1,0,1,1,53
15,0.012,1,112,-2183,3,2,1,0,103
15,0.012,2,81,-132,1,0,1,0,77
15,0.012,3,188,-4301,5,2,3,2,173
15,0.012,4,76,-122,1,0,1,0,71
15,0.012,5,271,-4476,5,2,3,2,255
15,0.012,6,417,-4742,5,2,3,1,401
15,0.012,7,382,-4671,5,2,3,2,365
15,0.012,8,65,898,0,0,0,0,61
15,0.012,9,47,-1070,2,1,1,0,41
15,0.083,0,13,-16,1,1,0,0,8
15,0.083,1,13,-20,1,1,0,0,8
15,0.083,2,13,-18,1,1,0,0,8
15,0.083,3,150,-13237,14,6,8,5,106
15,0.083,4,15,-1021,2,2,0,0,8
15,0.083,5,65,-6106,7,5,2,0,44
15,0.083,6,198,-24300,25,11,14,10,120
15,0.083,7,77,-7143,8,3,5,3,54
15,0.083,8,30,-2046,3,2,1,0,20
15,0.083,9,10,-15,1,1,0,0,6
15,0.083,0,146,-17224,18,8,10,4,99
15,0.083,1,657,-36189,36,19,17,14,551
15,0.083,2,464,-37800,38,19,19,15,353
15,0.083,3,224,-8433,9,5,4,2,193
15,0.083,4,895,-35707,35,19,16,14,791
15,0.083,5,507,-33896,34,18,16,14,407
15,0.083,6,853,-37620,37,19,18,16,743
15,0.083,7,677,-28298,28,13,15,9,593
15,0.083,8,76,-7125,8,5,3,1,53
15,0.083,9,70,-9110,10,5,5,0,45
15,0.083,0,242,-15423,16,10,6,5,196
15,0.083,1,167,-19251,20,9,11,6,112
15,0.083,2,846,-23658,23,14,9,7,778
15,0.083,3,240,-27364,28,11,17,8,160
15,0.083,4,343,-30576,31,15,16,11,254
15,0.083,5,163,-22240,23,12,11,4,102
15,0.083,6,309,-27501,28,15,13,10,226
15,0.083,7,147,-9251,10,7,3,1,116
15,0.083,8,1002,-33958,33,17,16,15,902
15,0.083,9,738,-25409,25,14,11,7,668
15,0.083,0,138,-13229,14,6,8,4,98
15,0.083,1,318,-25546,26,14,12,10,242
15,0.083,2,412,-33725,34,16,18,13,312
15,0.083,3,93,-11138,12,8,4,3,58
15,0.083,4,616,-37102,37,18,19,17,504
15,0.083,5,138,-15200,16,8,8,5,88
15,0.083,6,61,-4091,5,2,3,1,44
15,0.083,7,95,-10146,11,7,4,2,60
15,0.083,8,521,-25960,26,12,14,11,440
15,0.083,9,685,-33287,33,18,15,14,586
15,0.083,0,157,-12252,13,6,7,6,118
15,0.083,1,219,-29337,30,15,15,8,138
15,0.083,2,151,-14218,15,6,9,5,106
15,0.083,3,131,-11211,12,5,7,3,92
15,0.083,4,137,-16200,17,8,9,4,88
15,0.083,5,256,-23422,24,11,13,10,186
15,0.083,6,197,-23301,24,12,12,5,132
15,0.083,7,138,-13220,14,8,6,3,98
15,0.083,8,159,-20242,21,12,9,2,102
15,0.083,9,172,-13282,14,7,7,2,132
15,0.165,0,96,-17142,18,8,10,5,45
15,0.165,1,202,-20351,21,12,9,7,139
15,0.165,2,102,-17146,18,6,12,5,49
15,0.165,3,198,-25328,26,10,16,9,121
15,0.165,4,137,-23195,24,12,12,8,67
15,0.165,5,166,-28229,29,8,21,16,75
15,0.165,6,76,-12117,13,5,8,5,35
15,0.165,7,342,-45558,46,20,26,19,205
15,0.165,8,564,-39077,39,21,18,17,443
15,0.165,9,523,-30005,30,16,14,11,433
15,0.165,0,157,-25252,26,15,11,4,89
15,0.165,1,459,-33866,34,18,16,10,359
15,0.165,2,76,-12114,13,6,7,5,33
15,0.165,3,27,-4039,5,4,1,0,13
15,0.165,4,115,-18183,19,10,9,3,65
15,0.165,5,24,-3033,4,3,1,0,11
15,0.165,6,1458,-51987,50,26,24,22,1307
15,0.165,7,620,-45186,45,20,25,14,491
15,0.165,8,25,-3038,4,2,2,0,11
15,0.165,9,502,-61843,62,30,32,24,323
15,0.165,0,4,-2003,2,2,0,0,0
15,0.165,1,4,-2004,2,2,0,0,0
15,0.165,2,4,-2003,2,2,0,0,0
15,0.165,3,4,-2003,2,2,0,0,0
15,0.165,4,4,-2003,2,2,0,0,0
15,0.165,5,4,-2004,2,2,0,0,0
15,0.165,6,4,-2004,2,2,0,0,0
15,0.165,7,4,-2003,2,2,0,0,0
15,0.165,8,4,-2004,2,2,0,0,0
15,0.165,9,4,-2004,2,2,0,0,0
15,0.248,0,2,-3,0,0,0,0,0
15,0.248,1,2,-4,0,0,0,0,0
15,0.248,2,2,-3,0,0,0,0,0
15,0.248,3,2,-3,0,0,0,0,0
15,0.248,4,2,-3,0,0,0,0,0
15,0.248,5,2,-4,0,0,0,0,0
15,0.248,6,2,-3,0,0,0,0,0
15,0.248,7,2,-3,0,0,0,0,0
15,0.248,8,2,-4,0,0,0,0,0
15,0.248,9,2,-4,0,0,0,0,0
15,0.248,0,3,-1004,1,1,0,0,0
15,0.248,1,3,-1004,1,1,0,0,0
15,0.248,2,3,-1004,1,1,0,0,0
15,0.248,3,3,-1004,1,1,0,0,0
15,0.248,4,3,-1003,1,1,0,0,0
15,0.248,5,3,-1003,1,1,0,0,0
15,0.248,6,3,-1003,1,1,0,0,0
15,0.248,7,3,-1003,1,1,0,0,0
15,0.248,8,3,-1003,1,1,0,0,0
15,0.248,9,3,-1004,1,1,0,0,0
20,0.009,0,92,-1144,2,1,1,0,86
20,0.009,1,267,-4477,5,3,2,1,252
20,0.009,2,235,-3389,4,1,3,0,224
20,0.009,3,411,-4708,5,3,2,1,396
20,0.009,4,129,-1206,2,1,1,1,120
20,0.009,5,346,-5599,6,3,3,1,330
20,0.009,6,994,-8815,8,4,4,4,968
20,0.009,7,149,-2235,3,2,1,1,138
20,0.009,8,88,-1148,2,1,1,1,80
20,0.009,9,224,-2383,3,0,3,2,212
20,0.009,0,66,-1106,2,2,0,0,60
20,0.009,1,194,-3357,4,1,3,0,184
20,0.009,2,209,-2350,3,3,0,0,198
20,0.009,3,320,-5549,6,3,3,2,302
20,0.009,4,382,-3694,4,2,2,0,370
20,0.009,5,161,-261,1,1,0,0,154
20,0.009,6,478,-5786,6,3,3,1,460
20,0.009,7,128,-4211,5,3,2,0,116
20,0.009,8,184,-5299,6,2,4,2,166
20,0.009,9,152,-4240,5,3,2,0,138
20,0.009,0,1488,-9851,8,4,4,4,1462
20,0.009,1,302,-4493,5,2,3,1,288
20,0.009,2,406,-6670,7,4,3,2,384
20,0.009,3,388,-4708,5,3,2,0,374
20,0.009,4,86,-136,1,1,0,0,82
20,0.009,5,1258,-9408,8,4,4,4,1232
20,0.009,6,58,910,0,0,0,0,56
20,0.009,7,180,-2307,3,1,2,0,172
20,0.009,8,181,-1300,2,2,0,0,172
20,0.009,9,760,-8335,8,4,4,4,734
20,0.009,0,31,-46,1,0,1,1,25
20,0.009,1,347,-5600,6,4,2,1,329
20,0.009,2,425,-4732,5,2,3,1,409
20,0.009,3,351,-4588,5,3,2,2,335
20,0.009,4,790,-6442,6,3,3,3,769
20,0.009,5,602,-6093,6,4,2,0,585
20,0.009,6,310,-6507,7,3,4,2,289
20,0.009,7,29,953,0,0,0,0,27
20,0.009,8,535,-6930,7,4,3,3,513
20,0.009,9,1691,-10240,8,4,4,4,1665
20,0.009,0,514,-7891,8,4,4,3,490
20,0.009,1,613,-7073,7,3,4,3,590
20,0.009,2,162,-2268,3,2,1,0,152
20,0.009,3,217,-2361,3,1,2,1,208
20,0.009,4,162,-1261,2,1,1,0,156
20,0.009,5,978,-8791,8,4,4,4,952
20,0.009,6,463,-4816,5,3,2,1,448
20,0.009,7,215,-2365,3,0,3,2,202
20,0.009,8,1152,-7223,6,2,4,2,1132
20,0.009,9,346,-4582,5,2,3,2,328
20,0.083,0,49,-3070,4,3,1,1,37
20,0.083,1,7,990,0,0,0,0,5
20,0.083,2,7,990,0,0,0,0,5
20,0.083,3,11,-1012,2,1,1,0,5
20,0.083,4,15,-23,1,0,1,0,11
20,0.083,5,24,-2034,3,2,1,1,15
20,0.083,6,1100,-61028,60,31,29,24,925
20,0.083,7,676,-57146,57,25,32,21,513
20,0.083,8,1549,-67866,66,33,33,31,1351
20,0.083,9,7,-7,1,0,1,0,3
20,0.083,0,1611,-58153,56,26,30,29,1444
20,0.083,1,516,-52807,53,28,25,18,366
20,0.083,2,20,-1027,2,1,1,0,14
20,0.083,3,17,-1023,2,1,1,0,10
20,0.083,4,374,-40594,41,19,22,15,252
20,0.083,5,252,-18405,19,9,10,8,190
20,0.083,6,13,-1018,2,2,0,0,6
20,0.083,7,33,-2048,3,3,0,0,24
20,0.083,8,175,-11271,12,6,6,2,134
20,0.083,9,108,-11155,12,5,7,5,72
20,0.083,0,41,-4072,5,4,1,0,25
20,0.083,1,143,-20208,21,12,9,1,93
20,0.083,2,42,-2059,3,2,1,0,33
20,0.083,3,694,-57181,57,29,28,17,531
20,0.083,4,321,-34525,35,17,18,7,227
20,0.083,5,769,-52387,52,24,28,24,613
20,0.083,6,446,-45716,46,22,24,15,319
20,0.083,7,273,-26427,27,15,12,7,191
20,0.083,8,958,-56717,56,28,28,27,789
20,0.083,9,747,-48323,48,20,28,22,599
20,0.083,0,16,-24,1,0,1,0,11
20,0.083,1,385,-32645,33,17,16,11,291
20,0.083,2,15,-17,1,1,0,0,11
20,0.083,3,53,-2093,3,1,2,1,41
20,0.083,4,797,-52404,52,23,29,22,641
20,0.083,5,143,-13222,14,8,6,5,103
20,0.083,6,63,-2120,3,2,1,1,51
20,0.083,7,525,-46905,47,26,21,12,395
20,0.083,8,146,-20219,21,13,8,2,91
20,0.083,9,42,-2061,3,2,1,1,29
20,0.083,0,90,-6143,7,5,2,0,69
20,0.083,1,146,-14229,15,5,10,4,103
20,0.083,2,251,-29383,30,13,17,9,163
20,0.083,3,402,-41616,42,17,25,14,281
20,0.083,4,805,-48460,48,22,26,18,675
20,0.083,5,239,-20400,21,8,13,6,179
20,0.083,6,70,-8104,9,3,6,1,45
20,0.083,7,698,-47256,47,24,23,15,569
20,0.083,8,100,-10147,11,4,7,3,69
20,0.083,9,234,-24357,25,11,14,6,159
20,0.166,0,477,-42883,43,20,23,21,350
20,0.166,1,164,-23251,24,11,13,12,86
20,0.166,2,555,-57005,57,30,27,24,388
20,0.166,3,133,-21198,22,10,12,12,62
20,0.166,4,435,-55732,56,29,27,27,266
20,0.166,5,582,-52085,52,25,27,27,422
20,0.166,6,3696,-69792,63,33,30,30,3506
20,0.166,7,392,-50652,51,26,25,24,242
20,0.166,8,464,-25935,26,11,15,13,380
20,0.166,9,194,-22346,23,10,13,12,118
20,0.166,0,106,-21147,22,13,9,8,47
20,0.166,1,971,-70784,70,31,39,38,751
20,0.166,2,62,-11081,12,8,4,4,27
20,0.166,3,1603,-65307,63,31,32,30,1411
20,0.166,4,148,-28206,29,16,13,10,69
20,0.166,5,7478,-110943,96,48,48,48,7187
20,0.166,6,384,-28742,29,17,12,9,301
20,0.166,7,3209,-101678,96,48,48,48,2917
20,0.166,8,397,-41668,42,19,23,20,271
20,0.166,9,981,-75815,75,35,40,38,751
20,0.166,0,240,-31393,32,16,16,13,142
20,0.166,1,134,-25199,26,12,14,7,62
