Size,Prob,Run Number,moves,cost,Total Deaths,Deaths by Pit,Death by Wumpus,Domesticated Wumpi,Cells Explored
5,0.077,0,26,-2037,3,1,2,1,7
5,0.077,1,22,-2028,3,1,2,1,7
5,0.077,2,33,-2060,3,1,2,1,9
5,0.077,3,26,-2039,3,1,2,1,8
5,0.077,4,27,-2039,3,1,2,1,8
5,0.077,5,37,-2064,3,1,2,1,10
5,0.077,6,25,-2036,3,1,2,1,9
5,0.077,7,38,-3057,4,2,2,2,10
5,0.077,8,22,-2032,3,1,2,1,8
5,0.077,9,33,-2056,3,1,2,1,8
5,0.077,0,28,-2042,3,2,1,1,10
5,0.077,1,8,-11,1,1,0,0,2
5,0.077,2,36,-3053,4,2,2,1,11
5,0.077,3,12,985,0,0,0,0,6
5,0.077,4,17,972,0,0,0,0,8
5,0.077,5,19,-27,1,1,0,0,8
5,0.077,6,41,-1072,2,1,1,1,11
5,0.077,7,50,-3080,4,2,2,2,14
5,0.077,8,55,-3092,4,2,2,2,14
5,0.077,9,12,983,0,0,0,0,7
5,0.077,0,16,975,0,0,0,0,10
5,0.077,1,24,-42,1,0,1,0,10
5,0.077,2,28,-1045,2,1,1,1,14
5,0.077,3,10,984,0,0,0,0,5
5,0.077,4,50,-3094,4,2,2,1,13
5,0.077,5,16,-25,1,0,1,0,8
5,0.077,6,29,-55,1,0,1,0,10
5,0.077,7,14,979,0,0,0,0,8
5,0.077,8,14,-22,1,0,1,0,6
5,0.077,9,12,985,0,0,0,0,8
5,0.077,0,6,992,0,0,0,0,1
5,0.077,1,6,992,0,0,0,0,1
5,0.077,2,2,998,0,0,0,0,0
5,0.077,3,6,990,0,0,0,0,1
5,0.077,4,6,990,0,0,0,0,1
5,0.077,5,6,990,0,0,0,0,1
5,0.077,6,2,998,0,0,0,0,0
5,0.077,7,2,998,0,0,0,0,0
5,0.077,8,6,990,0,0,0,0,1
5,0.077,9,2,998,0,0,0,0,0
5,0.077,0,10,-1010,2,1,1,0,3
5,0.077,1,32,-3047,4,2,2,2,12
5,0.077,2,24,-2028,3,1,2,2,10
5,0.077,3,28,-2039,3,1,2,2,13
5,0.077,4,34,-3053,4,2,2,2,13
5,0.077,5,4,995,0,0,0,0,2
5,0.077,6,30,-2046,3,1,2,2,13
5,0.077,7,12,-1014,2,1,1,0,4
5,0.077,8,26,-2032,3,1,2,2,11
5,0.077,9,27,-2037,3,1,2,2,12
5,0.153,0,24,-5027,6,3,3,3,4
5,0.153,1,24,-5025,6,3,3,3,4
5,0.153,2,24,-5027,6,3,3,3,4
5,0.153,3,27,-5033,6,3,3,3,5
5,0.153,4,22,-4025,5,3,2,2,3
5,0.153,5,28,-5034,6,3,3,3,5
5,0.153,6,24,-5025,6,3,3,3,4
5,0.153,7,23,-5027,6,3,3,2,3
5,0.153,8,21,-4026,5,3,2,2,3
5,0.153,9,21,-4024,5,3,2,2,3
5,0.153,0,53,-7081,8,4,4,4,6
5,0.153,1,97,-7181,8,4,4,4,6
5,0.153,2,113,-7219,8,4,4,4,6
5,0.153,3,65,-7105,8,4,4,4,6
5,0.153,4,121,-7245,8,4,4,4,6
5,0.153,5,99,-7201,8,4,4,4,6
5,0.153,6,103,-7199,8,4,4,4,6
5,0.153,7,51,-7079,8,4,4,4,6
5,0.153,8,115,-7221,8,4,4,4,6
5,0.153,9,51,-7069,8,4,4,4,6
5,0.153,0,2,-3,0,0,0,0,0
5,0.153,1,2,-4,0,0,0,0,0
5,0.153,2,2,-3,0,0,0,0,0
5,0.153,3,2,-4,0,0,0,0,0
5,0.153,4,2,-4,0,0,0,0,0
5,0.153,5,2,-4,0,0,0,0,0
5,0.153,6,2,-4,0,0,0,0,0
5,0.153,7,2,-4,0,0,0,0,0
5,0.153,8,2,-3,0,0,0,0,0
5,0.153,9,2,-4,0,0,0,0,0
5,0.153,0,39,-6056,7,4,3,3,5
5,0.153,1,33,-6040,7,4,3,3,5
5,0.153,2,37,-6050,7,4,3,3,5
5,0.153,3,41,-6062,7,4,3,3,5
5,0.153,4,67,-6126,7,4,3,3,5
5,0.153,5,33,-6038,7,4,3,3,5
5,0.153,6,43,-6064,7,4,3,3,5
5,0.153,7,29,-5033,6,3,3,3,5
5,0.153,8,29,-5035,6,3,3,3,5
5,0.153,9,47,-6072,7,4,3,3,5
5,0.153,0,17,-2022,3,1,2,1,5
5,0.153,1,33,-4052,5,3,2,2,6
5,0.153,2,29,-4038,5,3,2,2,6
5,0.153,3,26,-3036,4,2,2,2,6
5,0.153,4,31,-5041,6,3,3,2,6
5,0.153,5,33,-6042,7,3,4,2,6
5,0.153,6,17,-2020,3,1,2,1,5
5,0.153,7,17,-2022,3,1,2,1,5
5,0.153,8,21,-4024,5,1,4,1,5
5,0.153,9,16,-2017,3,0,3,1,5
5,0.23,0,3,-1003,1,1,0,0,0
5,0.23,1,3,-1003,1,1,0,0,0
5,0.23,2,3,-1003,1,1,0,0,0
5,0.23,3,3,-1003,1,1,0,0,0
5,0.23,4,3,-1003,1,1,0,0,0
5,0.23,5,3,-1004,1,1,0,0,0
5,0.23,6,3,-1003,1,1,0,0,0
5,0.23,7,3,-1003,1,1,0,0,0
5,0.23,8,3,-1003,1,1,0,0,0
5,0.23,9,3,-1004,1,1,0,0,0
5,0.23,0,13,-1018,2,1,1,1,1
5,0.23,1,15,-2019,3,1,2,1,1
5,0.23,2,14,-2018,3,1,2,1,1
5,0.23,3,15,-2019,3,1,2,1,1
5,0.23,4,12,-1015,2,1,1,1,1
5,0.23,5,15,-2021,3,1,2,1,1
5,0.23,6,12,-1015,2,1,1,1,1
5,0.23,7,15,-2021,3,1,2,1,1
5,0.23,8,14,-2018,3,1,2,1,1
5,0.23,9,14,-2020,3,1,2,1,1
5,0.23,0,3,-1003,1,1,0,0,0
5,0.23,1,3,-1003,1,1,0,0,0
5,0.23,2,3,-1003,1,1,0,0,0
5,0.23,3,3,-1003,1,1,0,0,0
5,0.23,4,3,-1003,1,1,0,0,0
5,0.23,5,3,-1004,1,1,0,0,0
5,0.23,6,3,-1004,1,1,0,0,0
5,0.23,7,3,-1004,1,1,0,0,0
5,0.23,8,3,-1003,1,1,0,0,0
5,0.23,9,3,-1004,1,1,0,0,0
5,0.23,0,4,-2003,2,2,0,0,0
5,0.23,1,4,-2004,2,2,0,0,0
5,0.23,2,4,-2003,2,2,0,0,0
5,0.23,3,4,-2004,2,2,0,0,0
5,0.23,4,4,-2004,2,2,0,0,0
5,0.23,5,4,-2003,2,2,0,0,0
5,0.23,6,4,-2003,2,2,0,0,0
5,0.23,7,4,-2003,2,2,0,0,0
5,0.23,8,4,-2003,2,2,0,0,0
5,0.23,9,4,-2004,2,2,0,0,0
10,0.03,0,59,-2091,3,1,2,0,38
10,0.03,1,37,941,0,0,0,0,25
10,0.03,2,45,-2069,3,1,2,1,28
10,0.03,3,258,-4474,5,2,3,1,60
10,0.03,4,78,-3117,4,2,2,0,49
10,0.03,5,62,-1105,2,2,0,0,31
10,0.03,6,53,917,0,0,0,0,38
10,0.03,7,27,-38,1,0,1,0,19
10,0.03,8,104,-1192,2,1,1,0,51
10,0.03,9,75,-3119,4,1,3,1,50
10,0.03,0,304,-4579,5,2,3,2,72
10,0.03,1,32,-2050,3,2,1,0,19
10,0.03,2,48,918,0,0,0,0,38
10,0.03,3,175,-1323,2,0,2,2,61
10,0.03,4,47,-2072,3,1,2,0,35
10,0.03,5,59,-3087,4,2,2,2,35
10,0.03,6,46,-2072,3,2,1,0,26
10,0.03,7,99,-4173,5,3,2,1,40
10,0.03,8,136,-2254,3,2,1,1,33
10,0.03,9,41,-67,1,0,1,0,33
10,0.03,0,147,-4236,5,2,3,2,64
10,0.03,1,32,948,0,0,0,0,18
10,0.03,2,1020,-7004,6,3,3,3,70
10,0.03,3,356,-5680,6,3,3,3,71
10,0.03,4,85,-3137,4,2,2,2,58
10,0.03,5,754,-6482,6,3,3,3,73
10,0.03,6,170,-3304,4,2,2,2,51
10,0.03,7,68,-2109,3,2,1,1,45
10,0.03,8,18,-29,1,0,1,0,9
10,0.03,9,209,-5379,6,3,3,2,65
10,0.03,0,235,-3442,4,1,3,3,61
10,0.03,1,46,-2075,3,1,2,0,33
10,0.03,2,24,-36,1,1,0,0,15
10,0.03,3,40,-2067,3,2,1,0,25
10,0.03,4,32,-1046,2,2,0,0,22
10,0.03,5,59,-1103,2,2,0,0,29
10,0.03,6,10,988,0,0,0,0,8
10,0.03,7,22,-1033,2,2,0,0,14
10,0.03,8,38,-54,1,1,0,0,25
10,0.03,9,30,-49,1,0,1,0,20
10,0.03,0,124,-3209,4,2,2,2,48
10,0.03,1,150,-2270,3,1,2,2,68
10,0.03,2,19,-28,1,1,0,0,12
10,0.03,3,75,-2132,3,2,1,0,39
10,0.03,4,89,-1173,2,2,0,0,35
10,0.03,5,53,-2077,3,1,2,0,29
10,0.03,6,71,-2117,3,2,1,0,40
10,0.03,7,73,-3114,4,2,2,1,47
10,0.03,8,144,-3262,4,3,1,0,44
10,0.03,9,577,-5152,5,3,2,2,71
10,0.082,0,177,-14317,15,8,7,6,40
10,0.082,1,16,-26,1,1,0,0,9
10,0.082,2,9,985,0,0,0,0,3
10,0.082,3,13,-1017,2,0,2,0,5
10,0.082,4,13,-1017,2,0,2,0,5
10,0.082,5,10,-15,1,0,1,0,3
10,0.082,6,41,-6056,7,3,4,3,11
10,0.082,7,172,-12306,13,6,7,3,43
10,0.082,8,23,-2036,3,1,2,1,7
10,0.082,9,37,-4051,5,3,2,0,17
10,0.082,0,16,-1021,2,1,1,0,5
10,0.082,1,92,-7153,8,4,4,3,24
10,0.082,2,103,-6185,7,4,3,3,28
10,0.082,3,87,-10126,11,6,5,2,34
10,0.082,4,100,-10150,11,5,6,4,38
10,0.082,5,262,-11513,12,7,5,3,41
10,0.082,6,93,-6153,7,3,4,1,34
10,0.082,7,89,-6146,7,5,2,1,38
10,0.082,8,47,-4070,5,2,3,2,19
10,0.082,9,153,-9279,10,5,5,4,38
10,0.082,0,61,-8086,9,6,3,1,15
10,0.082,1,16,-1024,2,2,0,0,4
10,0.082,2,16,-2021,3,2,1,0,3
10,0.082,3,149,-11254,12,7,5,5,38
10,0.082,4,32,-3050,4,3,1,1,11
10,0.082,5,20,-3028,4,2,2,0,4
10,0.082,6,44,-4065,5,3,2,1,16
10,0.082,7,236,-11454,12,6,6,5,38
10,0.082,8,20,-3028,4,3,1,0,4
10,0.082,9,69,-6101,7,3,4,2,30
10,0.082,0,26,-2034,3,1,2,0,7
10,0.082,1,580,-15154,15,8,7,7,47
10,0.082,2,376,-14723,15,8,7,7,41
10,0.082,3,120,-10192,11,5,6,4,32
10,0.082,4,270,-15489,16,8,8,7,43
10,0.082,5,176,-12302,13,7,6,5,33
10,0.082,6,29,-3040,4,1,3,0,10
10,0.082,7,105,-9165,10,5,5,3,30
10,0.082,8,176,-12310,13,6,7,6,36
10,0.082,9,44,-3069,4,2,2,0,16
10,0.082,0,347,-13669,14,8,6,5,44
10,0.082,1,342,-14637,15,8,7,6,48
10,0.082,2,302,-10563,11,5,6,6,45
10,0.082,3,119,-7195,8,3,5,3,36
10,0.082,4,249,-13455,14,8,6,5,49
10,0.082,5,242,-12449,13,7,6,5,49
10,0.082,6,693,-15402,15,8,7,7,54
10,0.082,7,419,-12804,13,7,6,6,52
10,0.082,8,23,-1029,2,0,2,1,10
10,0.082,9,78,-9124,10,8,2,1,26
10,0.163,0,134,-24204,25,12,13,9,18
10,0.163,1,84,-16127,17,9,8,4,7
10,0.163,2,75,-17100,18,8,10,4,10
10,0.163,3,149,-22230,23,11,12,11,26
10,0.163,4,85,-16117,17,10,7,4,12
10,0.163,5,82,-15126,16,9,7,4,8
10,0.163,6,254,-23475,24,10,14,13,30
10,0.163,7,179,-17326,18,8,10,8,23
10,0.163,8,94,-13147,14,6,8,5,18
10,0.163,9,47,-10062,11,5,6,2,6
10,0.163,0,45,-10056,11,3,8,5,5
10,0.163,1,12,-2011,3,1,2,1,2
10,0.163,2,13,-2016,3,0,3,1,2
10,0.163,3,25,-6024,7,1,6,3,3
10,0.163,4,40,-9046,10,2,8,4,5
10,0.163,5,41,-9051,10,2,8,4,7
10,0.163,6,36,-7042,8,1,7,4,6
10,0.163,7,38,-8047,9,2,7,4,6
10,0.163,8,12,-2011,3,1,2,1,2
10,0.163,9,39,-8046,9,1,8,4,7
10,0.163,0,380,-21745,22,12,10,10,30
10,0.163,1,294,-23537,24,13,11,10,31
10,0.163,2,31,-3047,4,3,1,1,8
10,0.163,3,244,-21441,22,12,10,9,27
10,0.163,4,44,-6060,7,4,3,1,10
10,0.163,5,388,-22772,23,12,11,9,28
10,0.163,6,37,-5051,6,4,2,1,9
10,0.163,7,36,-4055,5,4,1,1,8
10,0.163,8,59,-9086,10,7,3,1,12
10,0.163,9,215,-22373,23,12,11,10,26
15,0.012,0,197,-343,1,1,0,0,133
15,0.012,1,14,979,0,0,0,0,12
15,0.012,2,46,-1066,2,2,0,0,37
15,0.012,3,303,-2533,3,2,1,1,165
15,0.012,4,339,-4581,5,2,3,2,171
15,0.012,5,8,989,0,0,0,0,6
15,0.012,6,225,-3378,4,2,2,1,152
15,0.012,7,246,-2425,3,2,1,0,140
15,0.012,8,10,985,0,0,0,0,8
15,0.012,9,391,-5692,6,3,3,2,181
15,0.012,0,138,-230,1,1,0,0,115
15,0.012,1,83,-138,1,0,1,0,72
15,0.012,2,270,-4463,5,3,2,0,171
15,0.012,3,1771,-8499,6,3,3,3,198
15,0.012,4,567,-6041,6,3,3,3,191
15,0.012,5,295,-5488,6,3,3,3,164
15,0.012,6,33,-47,1,1,0,0,27
15,0.012,7,547,-6013,6,3,3,3,193
15,0.012,8,157,-2253,3,2,1,0,120
15,0.012,9,268,-5437,6,3,3,2,167
15,0.012,0,12,-17,1,0,1,0,7
15,0.012,1,245,-4425,5,3,2,1,138
15,0.012,2,36,-1055,2,1,1,0,28
15,0.012,3,106,-2168,3,1,2,0,75
15,0.012,4,108,-3182,4,2,2,0,74
15,0.012,5,28,-42,1,0,1,1,20
15,0.012,6,12,983,0,0,0,0,10
15,0.012,7,111,-3181,4,1,3,0,76
15,0.012,8,160,-5244,6,3,3,1,123
15,0.012,9,189,-3315,4,1,3,2,137
15,0.012,0,51,-80,1,1,0,0,45
15,0.012,1,69,875,0,0,0,0,44
15,0.012,2,214,-5366,6,3,3,2,130
15,0.012,3,192,-324,1,0,1,0,132
15,0.012,4,55,909,0,0,0,0,45
15,0.012,5,643,-6218,6,3,3,2,157
15,0.012,6,362,-5644,6,3,3,2,181
15,0.012,7,274,-4495,5,3,2,2,125
15,0.012,8,385,-5692,6,3,3,3,166
15,0.012,9,596,-6126,6,3,3,1,178
15,0.012,0,625,-5182,5,2,3,3,182
15,0.012,1,1321,-7579,6,3,3,1,191
15,0.012,2,85,-141,1,0,1,0,70
15,0.012,3,399,-3740,4,3,1,1,155
15,0.012,4,27,957,0,0,0,0,25
15,0.012,5,192,-2309,3,2,1,1,143
15,0.012,6,100,-166,1,1,0,0,85
15,0.012,7,484,-5902,6,3,3,2,187
15,0.012,8,149,-2248,3,3,0,0,98
15,0.012,9,53,919,0,0,0,0,44
15,0.083,0,13,-18,1,1,0,0,4
15,0.083,1,101,-7171,8,7,1,0,24
15,0.083,2,24,-3034,4,3,1,0,6
15,0.083,3,20,-1030,2,2,0,0,6
15,0.083,4,203,-17335,18,10,8,5,64
15,0.083,5,374,-27652,28,17,11,7,95
15,0.083,6,13,-20,1,1,0,0,5
15,0.083,7,544,-31974,32,17,15,9,94
15,0.083,8,303,-23514,24,13,11,9,78
15,0.083,9,316,-26548,27,13,14,5,78
15,0.083,0,223,-10408,11,6,5,2,46
15,0.083,1,220,-13395,14,8,6,5,49
15,0.083,2,68,-6116,7,5,2,1,18
15,0.083,3,320,-29521,30,15,15,9,81
15,0.083,4,897,-31765,31,15,16,14,84
15,0.083,5,650,-33207,33,17,16,16,94
15,0.083,6,496,-25928,26,11,15,9,78
15,0.083,7,66,-5104,6,3,3,2,26
15,0.083,8,739,-35338,35,17,18,17,101
15,0.083,9,338,-26585,27,13,14,12,70
15,0.083,0,59,-7089,8,2,6,1,27
15,0.083,1,335,-32562,33,17,16,11,88
15,0.083,2,97,-13145,14,9,5,2,32
15,0.083,3,247,-26399,27,15,12,6,77
15,0.083,4,285,-28438,29,14,15,12,101
15,0.083,5,294,-28482,29,16,13,10,88
15,0.083,6,186,-14303,15,6,9,4,79
15,0.083,7,406,-26710,27,15,12,8,97
15,0.083,8,341,-9643,10,8,2,2,44
15,0.083,9,401,-24726,25,16,9,7,95
15,0.083,0,172,-13279,14,8,6,2,58
15,0.083,1,916,-35740,35,18,17,17,107
15,0.083,2,644,-33161,33,18,15,15,102
15,0.083,3,236,-14426,15,9,6,6,51
15,0.083,4,81,-10107,11,6,5,3,32
15,0.083,5,140,-14234,15,10,5,0,45
15,0.083,6,219,-18359,19,11,8,6,59
15,0.083,7,75,-6104,7,3,4,2,34
15,0.083,8,307,-30502,31,13,18,15,99
15,0.083,9,488,-30889,31,14,17,15,94
15,0.083,0,211,-16346,17,9,8,3,65
15,0.083,1,32,-1050,2,1,1,0,19
15,0.083,2,263,-22440,23,9,14,10,59
15,0.083,3,268,-28427,29,15,14,7,71
15,0.083,4,210,-26321,27,15,12,4,74
15,0.083,5,145,-18224,19,9,10,5,47
15,0.083,6,341,-31549,32,15,17,15,103
15,0.083,7,210,-14353,15,7,8,4,64
15,0.083,8,238,-22399,23,12,11,5,76
15,0.083,9,1178,-27360,26,10,16,15,91
15,0.165,0,196,-17366,18,9,9,8,20
15,0.165,1,264,-38425,39,17,22,16,35
15,0.165,2,300,-35502,36,20,16,12,43
15,0.165,3,668,-48254,48,22,26,22,54
15,0.165,4,846,-37703,37,18,19,13,44
15,0.165,5,1662,-54384,52,25,27,24,54
15,0.165,6,364,-36621,37,20,17,13,40
15,0.165,7,137,-17223,18,8,10,8,17
15,0.165,8,220,-34331,35,15,20,15,39
15,0.165,9,495,-35965,36,18,18,14,42
15,0.165,0,33,-5048,6,4,2,0,6
15,0.165,1,1081,-58123,57,27,30,27,64
15,0.165,2,22,-2032,3,2,1,0,5
15,0.165,3,66,-9105,10,5,5,3,12
15,0.165,4,62,-5117,6,4,2,1,7
15,0.165,5,417,-47686,48,23,25,20,47
15,0.165,6,145,-25216,26,12,14,6,19
15,0.165,7,57,-9083,10,4,6,4,9
15,0.165,8,89,-18127,19,11,8,3,15
15,0.165,9,55,-8082,9,4,5,4,10
15,0.165,0,4,-2003,2,2,0,0,0
15,0.165,1,4,-2003,2,2,0,0,0
15,0.165,2,4,-2004,2,2,0,0,0
15,0.165,3,4,-2004,2,2,0,0,0
15,0.165,4,4,-2003,2,2,0,0,0
15,0.165,5,4,-2003,2,2,0,0,0
15,0.165,6,4,-2004,2,2,0,0,0
15,0.165,7,4,-2003,2,2,0,0,0
15,0.165,8,4,-2004,2,2,0,0,0
15,0.165,9,4,-2003,2,2,0,0,0
15,0.248,0,2,-4,0,0,0,0,0
15,0.248,1,2,-3,0,0,0,0,0
15,0.248,2,2,-4,0,0,0,0,0
15,0.248,3,2,-4,0,0,0,0,0
15,0.248,4,2,-3,0,0,0,0,0
15,0.248,5,2,-4,0,0,0,0,0
15,0.248,6,2,-3,0,0,0,0,0
15,0.248,7,2,-3,0,0,0,0,0
15,0.248,8,2,-4,0,0,0,0,0
15,0.248,9,2,-3,0,0,0,0,0
15,0.248,0,3,-1004,1,1,0,0,0
15,0.248,1,3,-1003,1,1,0,0,0
15,0.248,2,3,-1004,1,1,0,0,0
15,0.248,3,3,-1004,1,1,0,0,0
15,0.248,4,3,-1004,1,1,0,0,0
15,0.248,5,3,-1003,1,1,0,0,0
15,0.248,6,3,-1004,1,1,0,0,0
15,0.248,7,3,-1004,1,1,0,0,0
15,0.248,8,3,-1003,1,1,0,0,0
15,0.248,9,3,-1004,1,1,0,0,0
20,0.009,0,117,-3186,4,2,2,1,79
20,0.009,1,980,-5793,5,3,2,2,313
20,0.009,2,640,-8159,8,4,4,3,288
20,0.009,3,346,-3609,4,1,3,3,213
20,0.009,4,510,-5892,6,3,3,2,269
20,0.009,5,609,-5073,5,1,4,3,277
20,0.009,6,77,-2117,3,2,1,1,57
20,0.009,7,894,-5672,5,2,3,3,289
20,0.009,8,345,-4564,5,2,3,1,253
20,0.009,9,216,-3357,4,1,3,2,181
20,0.009,0,58,-2083,3,1,2,0,46
20,0.009,1,471,-6791,7,3,4,2,289
20,0.009,2,462,-5788,6,2,4,2,294
20,0.009,3,158,-2264,3,1,2,1,132
20,0.009,4,1018,-8904,8,4,4,2,313
20,0.009,5,96,-169,1,0,1,0,63
20,0.009,6,573,-7032,7,4,3,1,317
20,0.009,7,72,-2112,3,1,2,0,53
20,0.009,8,1146,-8174,7,4,3,2,331
20,0.009,9,662,-5194,5,3,2,2,223
20,0.009,0,525,-5933,6,4,2,0,263
20,0.009,1,130,-210,1,0,1,0,112
20,0.009,2,237,-4391,5,3,2,1,172
20,0.009,3,66,-102,1,1,0,0,57
20,0.009,4,90,-1140,2,1,1,0,73
20,0.009,5,1889,-8736,6,3,3,3,306
20,0.009,6,198,-1338,2,1,1,1,139
20,0.009,7,544,-5982,6,2,4,3,250
20,0.009,8,882,-8653,8,4,4,4,326
20,0.009,9,112,-1176,2,1,1,1,93
20,0.009,0,107,-176,1,1,0,0,96
20,0.009,1,213,-2365,3,1,2,0,148
20,0.009,2,36,-58,1,0,1,0,24
20,0.009,3,392,-6672,7,4,3,1,256
20,0.009,4,411,-5722,6,4,2,1,256
20,0.009,5,721,-7293,7,4,3,2,297
20,0.009,6,194,-2331,3,2,1,0,137
20,0.009,7,73,-2116,3,0,3,1,50
20,0.009,8,34,-51,1,0,1,1,26
20,0.009,9,66,-1109,2,0,2,2,20
20,0.009,0,708,-8266,8,4,4,4,303
20,0.009,1,106,-1171,2,0,2,0,95
20,0.009,2,1136,-8114,7,4,3,3,353
20,0.009,3,130,-1203,2,1,1,1,110
20,0.009,4,117,-204,1,1,0,0,86
20,0.009,5,154,-274,1,0,1,0,106
20,0.009,6,625,-7129,7,4,3,1,315
20,0.009,7,788,-6435,6,4,2,1,313
20,0.009,8,948,-7762,7,3,4,3,321
20,0.009,9,847,-6574,6,3,3,3,318
20,0.083,0,52,-3075,4,3,1,0,28
20,0.083,1,352,-36561,37,17,20,10,115
20,0.083,2,9,-11,1,0,1,0,2
20,0.083,3,1225,-66251,65,32,33,31,197
20,0.083,4,12,983,0,0,0,0,6
20,0.083,5,13,-1019,2,1,1,0,2
20,0.083,6,374,-34628,35,18,17,6,92
20,0.083,7,5,996,0,0,0,0,2
20,0.083,8,9,-11,1,0,1,0,2
20,0.083,9,986,-59750,59,30,29,23,180
20,0.083,0,995,-61831,61,31,30,23,176
20,0.083,1,1721,-58393,56,26,30,22,163
20,0.083,2,69,-8103,9,5,4,0,23
20,0.083,3,101,-8163,9,3,6,1,48
20,0.083,4,1173,-60180,59,30,29,25,167
20,0.083,5,21,-1029,2,2,0,0,10
20,0.083,6,46,-3070,4,2,2,0,21
20,0.083,7,18,-1023,2,1,1,0,7
20,0.083,8,253,-32383,33,14,19,10,75
20,0.083,9,275,-36406,37,16,21,12,85
20,0.083,0,214,-22357,23,11,12,3,56
20,0.083,1,162,-5308,6,4,2,1,33
20,0.083,2,109,-12177,13,6,7,1,35
20,0.083,3,782,-53343,53,22,31,21,172
20,0.083,4,261,-20426,21,8,13,7,65
20,0.083,5,101,-8170,9,4,5,2,29
20,0.083,6,470,-47763,48,23,25,10,112
20,0.083,7,73,-5113,6,3,3,1,28
20,0.083,8,186,-19276,20,9,11,7,78
20,0.083,9,347,-19621,20,9,11,6,67
20,0.083,0,394,-39617,40,19,21,11,130
20,0.083,1,112,-11184,12,6,6,4,27
20,0.083,2,49,-1090,2,1,1,1,10
20,0.083,3,29,-3036,4,2,2,0,14
20,0.083,4,637,-51075,51,27,24,21,149
20,0.083,5,3075,-69094,64,31,33,33,206
20,0.083,6,1110,-57079,56,28,28,24,164
20,0.083,7,708,-48286,48,25,23,12,122
20,0.083,8,40,-5055,6,3,3,1,17
20,0.083,9,993,-53827,53,25,28,22,155
20,0.083,0,384,-32631,33,15,18,12,102
20,0.083,1,231,-21368,22,13,9,5,67
20,0.083,2,74,-7112,8,2,6,3,28
20,0.083,3,506,-45839,46,22,24,17,130
20,0.083,4,689,-44239,44,19,25,16,158
20,0.083,5,120,-11193,12,6,6,1,49
20,0.083,6,127,-11188,12,3,9,2,50
20,0.083,7,387,-40606,41,18,23,8,131
20,0.083,8,1145,-56116,55,25,30,21,169
20,0.083,9,396,-43610,44,20,24,13,121
20,0.166,0,3904,-70262,63,33,30,30,62
20,0.166,1,121,-23158,24,11,13,11,20
20,0.166,2,96,-17125,18,6,12,10,19
20,0.166,3,226,-23413,24,12,12,12,24
20,0.166,4,136,-20198,21,9,12,11,26
20,0.166,5,388,-21765,22,9,13,13,31
20,0.166,6,135,-23194,24,12,12,11,22
20,0.166,7,479,-52823,53,27,26,26,54
20,0.166,8,1445,-61982,60,32,28,24,55
20,0.166,9,111,-20163,21,9,12,10,18
20,0.166,0,114,-20168,21,14,7,7,21
20,0.166,1,3383,-101978,96,48,48,48,105
20,0.166,2,90,-12140,13,7,6,4,21
20,0.166,3,896,-59702,59,30,29,26,63
20,0.166,4,371,-50599,51,28,23,18,55
20,0.166,5,623,-55107,55,32,23,23,62
20,0.166,6,92,-14140,15,9,6,4,19
20,0.166,7,466,-47835,48,27,21,20,63
20,0.166,8,1638,-78245,76,37,39,36,84
20,0.166,9,2711,-100516,96,48,48,48,102
20,0.166,0,348,-44598,45,25,20,17,47
20,0.166,1,277,-38459,39,21,18,14,40
