5,0.120,0,3,-1003,1,1,0,0,0
5,0.120,1,3,-1003,1,1,0,0,0
5,0.120,2,3,-1003,1,1,0,0,0
5,0.120,3,3,-1004,1,1,0,0,0
5,0.120,4,3,-1004,1,1,0,0,0
5,0.120,5,3,-1003,1,1,0,0,0
5,0.120,6,3,-1003,1,1,0,0,0
5,0.120,7,3,-1003,1,1,0,0,0
5,0.120,8,3,-1004,1,1,0,0,0
5,0.120,9,3,-1003,1,1,0,0,0
5,0.120,0,10,-1011,2,1,1,1,3
5,0.120,1,24,-3031,4,1,3,1,7
5,0.120,2,13,-1018,2,1,1,1,4
5,0.120,3,12,-1017,2,1,1,1,4
5,0.120,4,13,-1018,2,1,1,1,4
5,0.120,5,10,-1012,2,1,1,1,2
5,0.120,6,31,-5038,6,3,3,3,10
5,0.120,7,10,-1011,2,1,1,1,3
5,0.120,8,32,-4040,5,2,3,3,10
5,0.120,9,11,-1012,2,1,1,1,3
5,0.120,0,45,-3077,4,2,2,2,8
5,0.120,1,59,-4105,5,3,2,2,9
5,0.120,2,43,-4068,5,3,2,2,8
5,0.120,3,55,-3097,4,2,2,2,8
5,0.120,4,35,-3051,4,2,2,2,8
5,0.120,5,42,-4061,5,2,3,3,11
5,0.120,6,37,-4058,5,3,2,2,8
5,0.120,7,93,-3197,4,2,2,2,8
5,0.120,8,35,-3051,4,2,2,2,8
5,0.120,9,35,-3051,4,2,2,2,8
5,0.120,0,18,-3027,4,1,3,0,2
5,0.120,1,10,-1013,2,1,1,0,2
5,0.120,2,12,-1015,2,1,1,0,2
5,0.120,3,12,-19,1,0,1,0,2
5,0.120,4,21,-2032,3,2,1,0,4
5,0.120,5,23,-2038,3,2,1,0,4
5,0.120,6,12,-1015,2,1,1,0,2
5,0.120,7,19,-1026,2,1,1,0,5
5,0.120,8,23,-3032,4,2,2,0,4
5,0.120,9,10,-1013,2,1,1,0,2
5,0.077,0,21,-2029,3,1,2,1,5
5,0.077,1,27,-2040,3,1,2,1,9
5,0.077,2,27,-2040,3,1,2,1,7
5,0.077,3,56,-3101,4,2,2,2,12
5,0.077,4,24,-1042,2,1,1,1,6
5,0.077,5,21,-2029,3,1,2,1,7
5,0.077,6,35,-3057,4,2,2,1,10
5,0.077,7,24,-2034,3,1,2,1,9
5,0.077,8,27,-2038,3,1,2,1,10
5,0.077,9,20,-1028,2,0,2,1,8
5,0.077,0,15,980,0,0,0,0,9
5,0.077,1,50,-2090,3,1,2,1,9
5,0.077,2,23,-1038,2,1,1,0,10
5,0.077,3,28,-2042,3,2,1,1,7
5,0.077,4,7,991,0,0,0,0,2
5,0.077,5,9,-10,1,0,1,0,2
5,0.077,6,17,-1020,2,1,1,0,8
5,0.077,7,27,-2042,3,1,2,0,9
5,0.077,8,43,-3065,4,2,2,2,14
5,0.077,9,43,-2070,3,2,1,1,11
5,0.077,0,124,-1269,2,1,1,1,15
5,0.077,1,17,-26,1,0,1,0,8
5,0.077,2,12,-17,1,0,1,0,6
5,0.077,3,25,-1036,2,1,1,1,13
5,0.077,4,53,-3098,4,2,2,2,16
5,0.077,5,26,-1043,2,1,1,0,11
5,0.077,6,47,-1094,2,1,1,0,10
5,0.077,7,23,-35,1,1,0,0,11
5,0.077,8,18,971,0,0,0,0,11
5,0.077,9,15,-21,1,1,0,0,9
5,0.077,0,6,990,0,0,0,0,1
5,0.077,1,6,990,0,0,0,0,1
5,0.077,2,6,992,0,0,0,0,1
5,0.077,3,2,998,0,0,0,0,0
5,0.077,4,6,992,0,0,0,0,1
5,0.077,5,6,990,0,0,0,0,1
5,0.077,6,2,998,0,0,0,0,0
5,0.077,7,2,998,0,0,0,0,0
5,0.077,8,2,998,0,0,0,0,0
5,0.077,9,6,992,0,0,0,0,1
5,0.077,0,8,988,0,0,0,0,4
5,0.077,1,11,-1013,2,1,1,0,3
5,0.077,2,27,-2037,3,1,2,2,13
5,0.077,3,6,-7,1,1,0,0,2
5,0.077,4,4,994,0,0,0,0,2
5,0.077,5,26,-1039,2,0,2,2,12
5,0.077,6,4,995,0,0,0,0,2
5,0.077,7,6,992,0,0,0,0,3
5,0.077,8,11,-16,1,0,1,0,4
5,0.077,9,6,-7,1,1,0,0,2
5,0.153,0,25,-5029,6,3,3,2,3
5,0.153,1,22,-4025,5,3,2,2,3
5,0.153,2,28,-5034,6,3,3,3,5
5,0.153,3,24,-5025,6,3,3,3,4
5,0.153,4,28,-5032,6,3,3,3,5
5,0.153,5,22,-4025,5,3,2,2,3
5,0.153,6,28,-5034,6,3,3,3,5
5,0.153,7,25,-5029,6,3,3,2,3
5,0.153,8,24,-5030,6,3,3,2,3
5,0.153,9,24,-5025,6,3,3,3,4
5,0.153,0,73,-7131,8,4,4,4,6
5,0.153,1,91,-7163,8,4,4,4,6
5,0.153,2,55,-7079,8,4,4,4,6
5,0.153,3,87,-7159,8,4,4,4,6
5,0.153,4,105,-7207,8,4,4,4,6
5,0.153,5,87,-7161,8,4,4,4,6
5,0.153,6,49,-7069,8,4,4,4,6
5,0.153,7,49,-5077,6,2,4,4,6
5,0.153,8,95,-7175,8,4,4,4,6
5,0.153,9,61,-6094,7,3,4,4,6
5,0.153,0,2,-3,0,0,0,0,0
5,0.153,1,2,-4,0,0,0,0,0
5,0.153,2,2,-4,0,0,0,0,0
5,0.153,3,2,-3,0,0,0,0,0
5,0.153,4,2,-4,0,0,0,0,0
5,0.153,5,2,-4,0,0,0,0,0
5,0.153,6,2,-3,0,0,0,0,0
5,0.153,7,2,-3,0,0,0,0,0
5,0.153,8,2,-4,0,0,0,0,0
5,0.153,9,2,-4,0,0,0,0,0
5,0.153,0,57,-6100,7,4,3,3,5
5,0.153,1,87,-6180,7,4,3,3,5
5,0.153,2,34,-6043,7,4,3,3,5
5,0.153,3,34,-6041,7,4,3,3,5
5,0.153,4,39,-6054,7,4,3,3,5
5,0.153,5,41,-6062,7,4,3,3,5
5,0.153,6,32,-6039,7,4,3,3,5
5,0.153,7,29,-5037,6,3,3,3,5
5,0.153,8,35,-6044,7,4,3,3,5
5,0.153,9,35,-6046,7,4,3,3,5
5,0.153,0,31,-6038,7,3,4,2,6
5,0.153,1,19,-3025,4,1,3,1,5
5,0.153,2,17,-2018,3,0,3,1,5
5,0.153,3,19,-3025,4,1,3,1,5
5,0.153,4,33,-5047,6,3,3,2,6
5,0.153,5,19,-3021,4,0,4,1,5
5,0.153,6,21,-4026,5,2,3,1,5
5,0.153,7,26,-4031,5,3,2,2,6
5,0.153,8,35,-5053,6,2,4,2,6
5,0.153,9,33,-6044,7,3,4,2,6
5,0.230,0,3,-1004,1,1,0,0,0
5,0.230,1,3,-1003,1,1,0,0,0
5,0.230,2,3,-1004,1,1,0,0,0
5,0.230,3,3,-1004,1,1,0,0,0
5,0.230,4,3,-1003,1,1,0,0,0
5,0.230,5,3,-1004,1,1,0,0,0
5,0.230,6,3,-1003,1,1,0,0,0
5,0.230,7,3,-1003,1,1,0,0,0
5,0.230,8,3,-1003,1,1,0,0,0
5,0.230,9,3,-1003,1,1,0,0,0
5,0.230,0,14,-2020,3,1,2,1,1
5,0.230,1,15,-2019,3,1,2,1,1
5,0.230,2,14,-2020,3,1,2,1,1
5,0.230,3,14,-2018,3,1,2,1,1
5,0.230,4,14,-2018,3,1,2,1,1
5,0.230,5,15,-2021,3,1,2,1,1
5,0.230,6,15,-2019,3,1,2,1,1
5,0.230,7,15,-2019,3,1,2,1,1
5,0.230,8,15,-2021,3,1,2,1,1
5,0.230,9,15,-2019,3,1,2,1,1
5,0.230,0,3,-1003,1,1,0,0,0
5,0.230,1,3,-1003,1,1,0,0,0
5,0.230,2,3,-1003,1,1,0,0,0
5,0.230,3,3,-1003,1,1,0,0,0
5,0.230,4,3,-1003,1,1,0,0,0
5,0.230,5,3,-1003,1,1,0,0,0
5,0.230,6,3,-1003,1,1,0,0,0
5,0.230,7,3,-1004,1,1,0,0,0
5,0.230,8,3,-1004,1,1,0,0,0
5,0.230,9,3,-1004,1,1,0,0,0
5,0.230,0,4,-2004,2,2,0,0,0
5,0.230,1,4,-2003,2,2,0,0,0
5,0.230,2,4,-2003,2,2,0,0,0
5,0.230,3,4,-2004,2,2,0,0,0
5,0.230,4,4,-2003,2,2,0,0,0
5,0.230,5,4,-2004,2,2,0,0,0
5,0.230,6,4,-2004,2,2,0,0,0
5,0.230,7,4,-2003,2,2,0,0,0
5,0.230,8,4,-2004,2,2,0,0,0
5,0.230,9,4,-2004,2,2,0,0,0
10,0.030,0,63,-1103,2,2,0,0,44
10,0.030,1,52,-2082,3,2,1,1,30
10,0.030,2,17,974,0,0,0,0,14
10,0.030,3,47,-2069,3,1,2,0,31
10,0.030,4,86,-4130,5,2,3,1,55
10,0.030,5,46,-1068,2,0,2,0,35
10,0.030,6,80,-3129,4,1,3,1,39
10,0.030,7,71,-2110,3,1,2,1,48
10,0.030,8,177,-5288,6,3,3,3,73
10,0.030,9,128,-3215,4,1,3,3,64
10,0.030,0,134,-4231,5,2,3,1,67
10,0.030,1,29,-46,1,0,1,0,20
10,0.030,2,92,-4146,5,2,3,1,62
10,0.030,3,75,-1128,2,1,1,0,49
10,0.030,4,147,-4258,5,2,3,2,75
10,0.030,5,92,-3164,4,2,2,1,33
10,0.030,6,89,-4147,5,3,2,1,52
10,0.030,7,35,-1049,2,0,2,0,24
10,0.030,8,43,-61,1,0,1,1,32
10,0.030,9,38,938,0,0,0,0,27
10,0.030,0,992,-6980,6,3,3,3,73
10,0.030,1,1017,-7041,6,3,3,3,74
10,0.030,2,69,-3107,4,2,2,0,45
10,0.030,3,18,-25,1,1,0,0,10
10,0.030,4,112,-4183,5,2,3,2,65
10,0.030,5,814,-6616,6,3,3,3,72
10,0.030,6,158,-5258,6,3,3,3,70
10,0.030,7,40,-2061,3,2,1,0,26
10,0.030,8,14,-17,1,0,1,0,7
10,0.030,9,611,-6197,6,3,3,3,74
10,0.030,0,30,-1045,2,0,2,0,18
10,0.030,1,62,-2092,3,2,1,0,41
10,0.030,2,77,-1132,2,2,0,0,41
10,0.030,3,38,-63,1,0,1,1,24
10,0.030,4,62,-3102,4,3,1,0,32
10,0.030,5,39,-2059,3,2,1,0,25
10,0.030,6,12,982,0,0,0,0,8
10,0.030,7,14,-22,1,1,0,0,9
10,0.030,8,11,984,0,0,0,0,8
10,0.030,9,39,-2061,3,2,1,0,17
10,0.030,0,116,-5184,6,3,3,2,65
10,0.030,1,83,-1136,2,2,0,0,47
10,0.030,2,69,-3108,4,2,2,0,41
10,0.030,3,70,-2112,3,0,3,1,43
10,0.030,4,128,-3223,4,3,1,1,64
10,0.030,5,91,-1140,2,0,2,1,57
10,0.030,6,139,-4250,5,3,2,1,63
